9:08,大羊坊桥,39.8182535,116.4981822
9:08,白家楼桥,39.922391,116.5352315
11:19,建国门桥,39.9070538,116.4269593
11:34,东便门桥,39.8994834,116.4281917
13:31,白家楼桥,39.922391,116.5352315
14:22,朝阳门桥,39.9233799,116.4279434
14:48,月坛北桥,39.9145814,116.3501937
16:30,蓟门桥,39.9662896,116.3467769
16:48,北京市洋桥,39.863252,116.390753
16:48,箭亭桥,40.0163004,116.306249
17:32,赵公口桥,39.8554857,116.4066854
17:41,志新桥,39.98605,116.3623973
18:19,分钟寺桥,39.861246,116.4482284
18:25,上清桥,40.0211674,116.3469009
18:47,磁各庄桥,39.727186,116.415364
19:51,上清桥,40.0211674,116.3469009
