6:46,双井桥,39.8904215,116.4551992
6:46,双井桥,39.8904215,116.4551992
6:46,木樨园桥,39.8552653,116.3939907
6:46,大望桥,39.9068514,116.4692817
10:01,宛平桥,39.8437389,116.2174993
10:18,大瓦窑中路,39.8576924,116.2319513
12:05,沙窝桥,39.8971539,116.2681404
13:41,玉泉营桥,39.8478403,116.337826
14:24,三元桥,39.9600385,116.4508247
15:51,西直门桥,39.9390286,116.3489113
17:05,西直门桥,39.9390286,116.3489113
17:18,广顺桥,40.0138999,116.4607083
17:37,通惠河北路,39.90232,116.439727
17:40,高碑店出口,39.905151,116.532578
17:40,复兴门桥,39.9057631,116.3500904
17:40,慈云寺桥,39.9118335,116.4838854
18:27,分钟寺桥,39.861246,116.4482284
18:29,上清桥,40.0211674,116.3469009
19:21,定慧桥,39.9229254,116.2685885
