7:24,健翔桥,39.9861182,116.3715515
8:49,平房桥,39.9390254,116.5341069
8:49,环铁桥,39.987812,116.52172
10:07,复兴门桥,39.9057631,116.3500904
10:43,四惠桥,39.9067415,116.4788134
10:52,运通桥,39.902839,116.71011
13:52,安定门桥,39.9474415,116.4024312
15:21,钟楼北桥,39.9475266,116.3883935
15:24,新兴桥,39.9024735,116.3041535
15:55,紫竹桥,39.9406858,116.3033287
15:55,分钟寺桥,39.861246,116.4482284
16:39,燕莎桥,39.9451068,116.455549
17:04,阜成门桥,39.9223359,116.3497325
17:27,安贞桥,39.9673434,116.3984162
17:49,右安门桥,39.8675264,116.3565151
18:13,晋元桥,39.9226258,116.2061956
19:12,五景桥,39.9155856,116.2050501
19:29,广安门,39.89543,116.364626
19:33,机场高速,39.997817,116.497828
19:34,国贸桥,39.8971103,116.4553323
20:40,官园桥,39.9302566,116.3497426
21:16,四惠桥,39.9067415,116.4788134
