7:07,学院桥,39.9853012,116.3439853
7:11,建国门桥,39.9070538,116.4269593
7:11,积水潭桥,39.9469444,116.3639347
7:37,右安门,39.8661734,116.3582251
8:04,学院桥,39.9853012,116.3439853
8:07,右安门桥,39.8675264,116.3565151
8:25,广安门桥,39.8882664,116.3406814
8:43,安贞桥,39.9673434,116.3984162
9:19,定慧桥,39.9229254,116.2685885
9:45,开阳桥,39.8687914,116.3676093
10:27,莲花桥,39.904081,116.316823
10:48,环铁桥,39.987812,116.52172
11:12,丰北桥,39.8507155,116.2768052
11:13,望京桥,39.9791499,116.448372
11:13,晋元桥,39.9226258,116.2061956
14:16,新兴桥,39.9024735,116.3041535
14:16,上清桥,40.0211674,116.3469009
14:16,林翠桥,40.0213341,116.3656879
14:30,六里桥,39.8830974,116.3035841
14:40,永安里桥,39.909737,116.462052
14:40,四惠桥,39.9067415,116.4788134
14:40,官园桥,39.941263,116.362184
15:56,马甸桥,39.9664954,116.374258
16:15,四惠桥,39.9067415,116.4788134
17:10,大瓦窑桥,39.8558579,116.2328436
17:38,大羊坊北桥,39.8211061,116.5057687
18:55,石丰桥,39.8746438,116.201942
19:41,五元桥,40.00932,116.502298
19:41,天宁寺桥,39.8943941,116.3424794
19:41,平房桥,39.9390254,116.5341069
19:41,官园桥,39.9302566,116.3497426
19:41,白家楼桥,39.922391,116.5352315
20:36,马甸桥,39.9664954,116.374258
21:18,复兴门桥,39.9057631,116.3500904
